player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Brandon Chatman,162541,HB,NAVY,13,47,8,4,27,68,0,252,0,4,8,115,45.2,9,14,237,0,26,81.9,69.1,86.6,,36.3,78.4,70.9,47,20,1,257,18,145,386,0,0,26,65,3,252,115,2.45,5.4,1.77,12
Mike Mitchell,176656,HB,UTAH,11,47,5,1,11.4,18,0,158,0,0,5,101,22.4,3,13,328,1,20,57.1,63.8,79.6,,39,63.5,65.3,48.2,18,0,5,1,16,67,0,0,1,48,1,158,101,2.15,3.4,0.31,27
Gavin Wimsatt,155757,QB,KENTUCKY,8,47,9,2,19.9,39,0,182,0,0,8,112,44.2,6,15,202,2,32,62.2,68.9,79.9,57.5,,,71.2,60,24,0,0,0,0,93,14,2,0,45,2,196,114,2.43,4.2,,4
Jobi Malary,103979,HB,JAMES MAD,9,46,14,2,21.7,59,0,272,0,1,14,186,126.4,6,14,197,0,12,81.8,85.3,78.5,,54,70.6,82,66.4,32,0,6,2,10,64,0,0,2,48,2,272,186,4.04,5.9,0.6,34
Kaelon Black,138448,HB,INDIANA,12,46,16,3,21.1,53,0,251,0,1,16,180,133,7,14,190,1,19,57.9,78.8,80.8,,12.8,58.2,84.3,59.1,21,0,6,4,46,73,0,0,5,50,2,251,180,3.91,5.5,0.13,26
Bryce Duke,157656,HB,DOMINION,10,46,9,4,41.1,117,0,285,2,0,9,173,61.5,9,12,263,0,12,82.3,69,81.2,,29.9,49.9,75.6,64.8,48,0,58,9,61,64,0,0,13,55,0,285,173,3.76,6.2,0.95,34
Noah Fifita,158722,QB,ARIZONA,12,46,8,1,9.1,20,0,40,1,0,1,16,5.2,12,16,109,3,3,68.2,76.1,89.1,73.1,,57.3,69,60,24,2,14,1,2,267,179,29,2,18,1,219,156,3.39,4.8,7,4
Curtis Douglas,176095,HB,KENT STATE,8,46,5,1,12.8,19,0,148,1,1,5,123,32.1,2,7,201,0,16,81.7,62.4,81.1,,57.4,47.2,65.8,69.1,19,0,3,4,58,56,0,0,5,50,0,148,123,2.67,3.2,0.05,30
Willie Shaw III,145916,HB,TOLEDO,6,46,13,0,0,0,0,190,0,0,13,138,81.2,6,14,316,1,28,56.8,70.8,78.5,,24.4,62.7,72.1,64.1,13,0,22,2,22,57,0,0,2,48,3,190,138,3,4.1,1,18
Sean Dollars,71332,HB,NEVADA,9,46,6,2,25.9,41,0,158,0,4,6,88,33,3,7,239,2,20,38.7,56.5,11.6,,49.2,70.4,53,58.6,26,1,80,12,59,83,0,0,13,58,0,158,88,1.91,3.4,1.36,26
Ethan Hampton,145858,QB,N ILLINOIS,11,46,8,0,0,0,0,28,0,0,0,11,0,7,16,254,5,3,52.9,70.3,78.3,65,,51.9,74,61,32,2,0,0,3,355,187,27,0,19,2,215,104,2.26,4.7,0,2
Christopher Frew,173863,HB,AIR FORCE,8,45,11,3,31.5,82,0,260,0,0,11,126,65.5,8,13,101,0,16,81.9,71,83.3,,76.7,54.9,73.8,60.6,30,0,15,2,33,221,0,0,3,47,1,260,126,2.8,5.8,0.45,20
Cam Ward,133244,QB,MIAMI FL,13,44,11,0,0,0,0,11,0,0,0,6,0,14,23,220,4,3,50.5,92.9,89.5,91.7,,84.3,77.8,60,24,0,7,1,2,313,325,32,1,13,4,336,174,3.95,7.6,3.5,1
Parker Awad,183974,QB,NEW MEX ST,7,44,6,2,18.8,42,0,121,0,0,3,54,18,6,12,242,4,13,58.4,59.6,57.9,49.6,,,77.3,60,25,2,0,0,0,212,103,14,0,30,1,224,86,1.95,5.1,,7
Kaleb Jackson,172483,HB,LSU,10,44,4,1,12.7,19,0,150,0,3,4,120,38.2,2,8,211,0,18,81.4,61.4,79.8,,83.9,65.4,59.1,58.7,19,0,46,6,55,49,0,0,8,50,0,150,120,2.73,3.4,0.84,25
George Hart III,146269,HB,W KENTUCKY,14,44,11,2,27.8,58,0,209,2,1,11,135,72.2,7,10,346,0,31,81.6,64.3,82.2,,78.8,47.2,70.2,49.9,30,0,34,7,83,84,0,0,12,51,2,209,135,3.07,4.8,0.41,11
Simeon Price,146843,HB,COAST CAR,9,44,8,1,13.2,18,0,136,0,0,8,101,39.9,2,4,141,0,21,81.4,61.6,80.4,,80.8,54.3,62.6,53.4,18,0,7,2,43,71,0,0,2,46,0,136,101,2.3,3.1,0.16,23
Matt Jones,146805,HB,OLE MISS,7,44,12,4,42.5,96,0,226,0,0,12,168,97.5,6,14,226,1,26,56.5,71.6,79.5,,86,60.9,70.6,57.1,46,0,13,3,30,51,0,0,3,47,3,226,168,3.82,5.1,0.43,18
Trent Battle,144683,HB,TCU,8,44,15,3,29.2,54,0,185,1,2,15,131,101.2,5,15,305,1,18,57.7,58.2,83.1,,59.6,48.4,63.6,52.4,24,0,29,6,83,83,0,0,8,50,2,185,131,2.98,4.2,0.35,25
Cam Davis,72376,HB,WASHINGTON,11,44,10,1,10.5,20,0,190,1,1,10,143,61.6,5,13,340,0,14,81.4,70.6,4.9,,67.5,66.6,73.2,56.7,20,1,156,14,76,49,0,0,16,58,0,190,143,3.25,4.3,2.05,30
Dylan Downing,128352,HB,MIAMI OH,10,44,15,1,9.9,15,0,152,0,1,15,143,104,2,11,221,0,6,81.5,71.7,14.2,,77.5,60.5,71,60,15,1,24,6,42,46,0,0,6,50,1,152,143,3.25,3.5,0.57,38
Micah Welch,183887,HB,COLORADO,8,44,6,3,29.3,56,0,191,1,6,6,118,61.9,8,12,143,0,10,81.6,73.1,81.2,,63.7,57.6,78.2,59.4,25,0,54,8,79,49,0,0,9,52,4,191,118,2.68,4.3,0.68,34
Kiefer Sibley,183481,HB,N TEXAS,8,44,7,4,34,70,0,206,0,3,7,157,60.5,7,7,251,0,11,81.7,75.4,81,,30,72.7,76.4,86.5,19,0,82,15,79,52,0,0,18,59,0,206,157,3.57,4.7,1.04,32
Devin Roche,172294,HB,DOMINION,8,43,22,6,42.7,117,0,274,0,6,22,131,170.6,12,17,263,0,12,81.9,79.1,79.9,,29,72.6,81.6,56.4,23,1,52,7,47,59,0,0,10,50,2,274,131,3.05,6.4,1.11,30
J'Marion Burnette,190802,HB,HOUSTON,8,43,4,1,30.3,54,0,178,0,0,4,116,24.5,4,10,182,2,7,29.9,58.6,77.8,,82.3,58.8,58.7,54.6,54,0,7,1,11,60,0,0,1,44,0,178,116,2.7,4.1,0.64,36
Michael Van Buren Jr.,184764,QB,MISS STATE,10,43,6,0,0,0,0,28,0,0,0,8,0,2,12,227,9,6,45.9,65.9,65,67.1,,,55.4,60,17,6,0,0,0,225,134,28,0,15,5,162,117,2.72,3.8,,7
Devonte Lyons,189778,HB,FIU,3,43,7,4,26.9,74,0,275,0,1,7,163,64.5,11,11,166,2,27,30.4,73.3,80.6,,80,75.6,71.4,50.2,21,0,26,4,21,50,0,0,5,47,2,275,163,3.79,6.4,1.24,16
Jay Haynes,170010,HB,CLEMSON,12,43,6,5,49.5,146,0,295,0,1,6,139,45.3,8,13,140,0,20,81.8,71.3,4.8,,41.1,61.4,76.8,55.6,70,1,32,7,71,58,0,0,7,50,3,295,139,3.23,6.9,0.45,21
Malachi Thomas,144107,HB,VA TECH,10,43,12,3,28.3,51,0,180,0,0,12,145,88,7,10,337,0,10,81.5,70,81.6,60,17.7,50.8,78.7,63.6,20,1,19,3,67,77,0,0,4,46,1,180,145,3.37,4.2,0.28,33
Djouvensky Schlenbaker,157345,HB,WASH STATE,11,43,7,0,0,0,0,149,0,0,7,95,33.6,5,11,341,0,20,81.4,70.6,81.1,,81.5,61.3,69.7,62.9,14,0,15,3,37,96,0,0,4,46,3,149,95,2.21,3.5,0.41,23
Adam Mohammed,183644,HB,WASHINGTON,13,42,20,1,16.6,32,0,193,0,1,20,151,157.3,4,14,340,0,9,81.1,72.6,81.2,,45.3,56.3,78.8,58.3,32,0,41,6,69,54,0,0,6,48,0,193,151,3.6,4.6,0.59,33
Cameron Dickey,184897,HB,TEXAS TECH,10,42,7,3,30,68,0,227,1,4,7,143,74.9,7,12,315,0,19,81.1,75.8,78.8,,48.2,69.6,78.2,48.8,37,0,45,8,50,48,0,0,10,50,1,227,143,3.4,5.4,0.9,22
Domonique Thomas,156226,HB,OLE MISS,8,42,4,3,31,61,0,197,0,0,4,139,31.5,5,10,226,0,28,81.3,68.1,79,,65.3,51.9,70,51.5,22,0,0,0,30,52,0,0,0,42,1,197,139,3.31,4.7,0,14
Sesi Vailahi,174313,HB,OKLA STATE,12,42,4,0,0,0,0,99,0,4,4,76,29,2,5,262,0,20,80.8,62.2,81.4,,63.3,69.5,60.3,45.9,11,0,46,8,79,50,0,0,13,50,2,99,76,1.81,2.4,0.58,16
DJ Lagway,184426,QB,FLORIDA,12,42,5,1,13.3,25,0,94,0,0,1,43,6.4,4,7,163,2,8,58.9,67,49.5,72.9,,,46.1,60.5,25,4,0,0,0,257,94,16,0,26,0,188,111,2.64,4.5,,11
Matthew Caldwell,150302,QB,TROY,10,41,1,2,29.7,30,0,90,0,0,1,53,3.6,5,14,318,7,14,29.6,63.7,86.3,62,62.2,85.1,59.1,60,15,1,29,1,2,243,11,3,1,39,5,101,69,1.68,2.5,14.5,12
Ryan Browne,174949,QB,PURDUE,8,41,9,3,26.5,59,0,116,0,0,3,49,23.5,9,11,273,2,14,61.5,67,81.8,57.1,,54.3,73.4,60,23,0,0,0,1,101,107,16,0,25,0,223,94,2.29,5.4,0,9
Josh Hoover,127148,QB,TCU,13,41,2,0,0,0,0,10,0,0,0,9,0,2,12,305,7,2,57.7,83.4,81.9,84.3,62.2,58.2,53.8,60.4,12,3,0,0,2,319,76,17,0,24,4,86,45,1.1,2.1,0,3
Isaiah Jacobs,129518,HB,UAB,4,41,5,0,0,0,0,162,0,3,5,100,40.7,2,9,321,1,16,55.7,61.8,81.1,,26.6,69,62.7,53.1,12,0,33,7,43,59,0,0,7,48,0,162,100,2.44,4,0.77,25
Bishop Davenport,163426,QB,S ALABAMA,11,41,7,1,27.2,50,0,140,0,0,4,99,38.7,5,9,288,1,21,52.8,63.4,56.6,59,,,65.4,60,50,2,0,0,0,100,44,9,0,32,1,184,133,3.24,4.5,,4
Roderick Daniels Jr.,144356,WR,SMU,14,41,4,0,0,0,1,158,4,17,4,100,60.3,5,10,287,0,16,76.6,68.6,41.2,29.3,27,73.8,67.4,46.6,13,2,672,44,321,246,0,0,57,85,3,158,100,2.44,3.9,2.09,22
Trent Howland,144833,HB,OKLA STATE,10,41,15,3,23.5,54,0,230,0,1,15,149,132.2,9,16,262,0,21,81,77.1,80.5,,26.6,55.9,79.3,69.4,23,0,7,3,40,48,0,0,3,44,1,230,149,3.63,5.6,0.18,19
Brendan Sullivan,145034,QB,IOWA,10,41,9,2,18.8,38,0,85,0,0,4,40,33.1,5,15,192,5,5,24.5,59.1,82.3,56,,,59.9,60,30,2,0,0,0,153,117,19,0,22,4,202,76,1.85,4.9,,9
Samuel Brown V,162899,HB,RUTGERS,5,40,5,1,18.4,37,0,201,0,0,5,177,54,3,11,278,0,6,80.8,81.4,78.6,,86.1,63.4,80,59.2,37,0,34,1,28,44,0,0,2,41,3,201,177,4.43,5,1.21,34
AJ Newberry,172623,HB,VANDERBILT,11,40,7,1,11.1,20,0,180,1,2,7,102,48.8,4,15,333,0,31,80.8,75.2,82.4,,45.6,76.8,74.8,55.8,20,0,134,7,68,106,0,0,12,47,3,180,102,2.55,4.5,1.97,7
Tylan Hines,156043,WR,HAWAII,12,40,18,1,9.3,15,0,161,1,8,18,112,117.4,6,8,180,2,15,58.8,72,81.3,,63.3,69.8,69.3,73.2,15,0,187,22,95,64,0,0,29,62,0,161,112,2.8,4,1.97,18
Hayden Reed,163213,HB,ARMY,14,40,8,1,7.2,15,0,207,0,0,8,123,53.5,4,10,114,0,10,81,69.2,62.8,,56.6,64.1,78.1,56.8,15,1,63,6,50,410,0,0,11,46,1,207,123,3.08,5.2,1.26,5
Katin Houser,158386,QB,E CAROLINA,9,40,7,3,30.7,71,1,152,0,0,5,98,58.3,7,16,156,4,18,43.8,74.1,64.3,73.2,,,63.3,60,35,4,0,0,0,252,79,11,0,29,4,231,153,3.83,5.8,,4
J'Koby Williams,191359,HB,TEXAS TECH,9,40,7,1,24,54,0,225,2,0,7,109,38.2,7,11,315,0,14,81.4,75.3,79.2,,62.9,68.2,75,81.5,54,0,100,10,57,45,0,0,13,50,2,225,109,2.73,5.6,1.75,26
Devin Spencer,188360,HB,ARK STATE,9,40,4,1,11.2,23,0,206,0,1,4,124,36,5,11,113,1,11,53.8,73.6,78.5,,62.4,77.1,70.8,65.6,23,0,14,3,32,52,0,0,4,43,0,206,124,3.1,5.2,0.44,28
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,13,40,1,1,15.2,21,0,4,0,0,1,7,2,4,8,144,5,0,66.3,69,50.1,72.2,,63.7,45.4,60.4,23,6,6,1,5,432,134,22,2,19,4,138,18,0.45,3.5,1.2,7
Dewayne Coleman,163179,QB,ARMY,7,40,8,1,10.9,15,0,138,0,0,8,100,50,3,12,114,1,19,79.9,72.9,41.5,74.6,,,65.1,60.7,15,1,0,0,0,95,0,0,0,40,1,138,100,2.5,3.5,,12
Terrence Gist,173865,FB,AIR FORCE,6,40,3,0,0,0,0,159,0,0,3,86,16.1,1,7,101,1,16,52.8,58.5,84.2,,37.1,54.9,61,59.9,11,0,0,0,9,97,0,0,0,40,0,159,86,2.15,4,0,0
Joe Jackson,173106,HB,KANSAS ST,10,39,8,4,41,93,0,227,0,0,8,155,70.7,7,9,199,0,22,80.8,75.5,79.7,,25.5,69.3,77.6,60.8,32,0,63,6,50,66,0,0,7,45,1,227,155,3.97,5.8,1.26,17
Lamar Sperling,171214,HB,BUFFALO,9,39,10,2,25.3,38,0,150,1,2,10,119,83.2,3,9,126,0,4,81,59.8,78.9,,47.1,59.7,60.5,58.2,22,0,59,5,30,55,0,0,6,44,1,150,119,3.05,3.8,1.97,35
Robby Ashford,131702,QB,S CAROLINA,8,39,17,5,47.1,123,0,202,0,0,11,98,119.8,9,11,289,5,18,21.6,77.2,79.5,74.5,,,68.4,60,38,0,0,0,0,77,59,9,0,30,2,261,133,3.41,6.7,,7
Matthew Sluka,143059,QB,UNLV,3,39,19,3,35.9,97,0,223,0,0,13,163,194.6,9,16,325,4,15,27.9,75.4,53,59.2,,54.3,81.8,60,46,1,0,0,1,106,47,6,0,33,1,270,225,5.77,6.9,0,4
Brett Gabbert,97404,QB,MIAMI OH,14,39,1,0,0,0,0,-5,0,0,0,2,0,3,6,221,2,1,64.8,60.1,54.2,60.6,62.2,,53.7,60,18,6,0,0,0,312,136,22,0,17,1,131,61,1.56,3.4,,4
Gavin Sawchuk,158088,HB,OKLAHOMA,9,39,4,1,16.4,21,0,128,1,1,4,83,22.6,1,9,261,0,18,80.8,59.6,82.6,,71.8,49.1,64.2,48,21,0,28,8,85,81,0,0,9,47,1,128,83,2.13,3.3,0.33,21
Behren Morton,144747,QB,TEXAS TECH,12,38,2,2,29.7,47,0,69,0,0,0,13,0,4,8,315,3,4,74.9,79.7,89.7,78.6,,49.3,60.2,60.6,26,1,0,0,2,333,89,19,0,19,1,158,49,1.29,4.2,0,6
Javen Jacobs,157190,HB,NEW MEXICO,7,38,9,5,49.3,135,0,274,0,1,9,122,58.4,7,10,241,0,28,82.8,69.1,16.6,,77.9,58.9,78.2,46.2,50,1,130,17,98,61,0,0,22,55,3,274,122,3.21,7.2,1.33,10
Joquez Smith,173281,HB,TEMPLE,10,38,6,2,29.3,46,0,157,1,0,6,108,37.1,4,6,306,1,16,54.9,61.2,5.9,,66.6,54.6,63.2,64.5,24,1,15,8,60,53,0,0,15,46,1,157,108,2.84,4.1,0.25,20
Nicco Marchiol,157363,QB,W VIRGINIA,8,38,9,2,26.2,37,0,90,0,0,5,61,41.8,5,7,343,2,14,42.1,60.1,81,65.6,,,52.3,60,19,0,0,0,0,95,51,11,0,27,2,141,114,3,3.7,,2
Tommy Ulatowski,163150,QB,KENT STATE,10,38,5,2,23.6,34,0,60,0,0,2,22,8.3,5,7,201,6,7,51,57.2,85.5,58.3,,50,52.8,60.3,34,2,0,0,2,180,84,15,0,23,1,144,49,1.29,3.8,0,7
Beau Pribula,164182,QB,PENN STATE,13,38,9,2,26.2,67,0,207,0,0,6,73,37.9,8,13,266,4,14,37.4,91.4,54.1,92.6,,51.4,76.4,60.5,49,1,0,0,9,135,49,4,0,34,4,256,99,2.61,6.7,0,16
Walker Eget,146170,QB,S JOSE ST,12,38,5,2,29.6,48,0,81,0,0,3,61,25.1,5,8,285,5,8,65.3,84.7,86.9,81.8,,54.3,70.3,60.1,32,2,0,0,1,170,81,11,0,27,0,162,109,2.87,4.3,0,3
Andrew Paul,124736,HB,JVILLE ST,12,38,10,2,32,54,0,169,0,0,10,125,82.2,3,10,196,0,2,80.5,74.6,79.3,,82.6,55.4,75.9,56.4,28,0,-1,2,25,62,0,0,2,40,4,169,125,3.29,4.4,-0.04,36
Collin Schlee,98025,QB,VA TECH,10,38,13,1,10.2,18,0,120,0,0,4,52,28.5,4,10,337,2,10,42.4,61.4,81.3,52.6,,55,68.4,61,18,0,0,0,5,87,56,11,0,27,2,176,124,3.26,4.6,0,10
Luke Kromenhoek,183305,QB,FLORIDA ST,6,38,9,3,31.2,78,0,135,0,0,3,98,73.5,9,11,167,6,10,33.8,62.3,82.3,57.4,,,65.9,60.1,42,0,0,0,0,99,115,18,0,20,0,250,192,5.05,6.6,,8
Quinn Ewers,127253,QB,TEXAS,14,37,2,0,0,0,0,-35,0,0,0,2,0,2,9,311,10,2,28.3,72.5,89.8,71.8,62.2,54.3,55.6,60,26,1,0,0,1,373,125,19,0,18,2,90,51,1.38,2.4,0,2
DeCarlos Brooks,70933,HB,ARIZONA ST,12,37,7,1,10.1,15,0,148,1,0,7,127,63.2,3,5,110,0,17,80.4,66.6,80.6,,75,40.9,68.8,67.6,15,0,7,1,24,70,0,0,2,38,1,148,127,3.43,4,0.29,20
Aidan Armenta,175731,QB,LA MONROE,12,37,3,2,49.3,75,0,88,0,0,1,54,8.6,8,9,209,7,6,56.3,71.6,64.2,67.4,,57.6,71.7,60.1,43,6,0,0,1,296,64,12,0,25,1,152,82,2.22,4.1,0,8
Evan Bullock,170452,QB,LA TECH,12,37,5,0,0,0,0,38,0,0,1,15,3.1,3,7,208,9,2,38.5,68.3,88.5,68.9,,51.3,54.6,61.5,14,3,0,0,4,306,45,15,0,22,1,83,71,1.92,2.2,0,4
Tucker Kilcrease,156863,QB,TROY,7,36,6,2,25.3,41,0,117,0,0,3,61,27.1,5,6,318,3,16,57.8,53.1,80.1,58.4,,,50.6,60,25,0,0,0,0,75,45,10,0,26,0,162,120,3.33,4.5,,3
Yasin Willis,183381,HB,SYRACUSE,10,36,6,3,51.6,66,0,128,2,0,6,98,37.1,3,5,304,1,11,58.5,56.6,79.7,,68.4,49.2,57.5,66.3,26,1,26,8,53,47,0,0,11,44,1,128,98,2.72,3.6,0.49,25
Tyler Purdy,101842,HB,JAMES MAD,8,36,5,0,0,0,0,161,0,0,5,101,33.4,2,16,197,0,16,80.5,76,80.7,,36.3,61.3,81.4,62.4,13,0,44,6,50,60,0,0,6,42,2,161,101,2.81,4.5,0.88,20
Joshua Wood,163421,QB,FRESNO ST,13,36,12,0,0,0,0,115,0,0,12,107,111.1,5,12,169,0,21,78.5,77.4,78.2,68.2,,56.4,73.4,60,15,0,0,0,3,54,17,2,0,34,6,132,112,3.11,3.7,0,9
Bryson Donnell,157328,HB,UTSA,10,36,7,1,11,19,0,173,1,2,7,103,64.4,4,8,331,0,17,80.2,72.5,79.1,,46.5,50.3,77.5,58.7,19,0,5,4,37,40,0,0,5,40,0,173,103,2.86,4.8,0.14,18
Bryan Jackson,183621,HB,USC,7,36,4,2,23.4,44,0,188,1,0,4,104,31.2,7,14,326,0,18,80.2,70.6,77.8,,29.8,42.6,75.1,59.7,23,0,0,1,25,41,0,0,2,37,1,188,104,2.89,5.2,0,18
Noah Vaughn,175443,HB,VIRGINIA,8,36,3,0,0,0,0,120,1,1,3,84,20.3,2,10,335,0,13,80.4,60.4,81,,55.5,63.1,59.6,57.1,13,0,77,10,65,43,0,0,13,46,0,120,84,2.33,3.3,1.18,23
Jaylen Poe,171324,HB,N ILLINOIS,7,36,3,2,21.1,40,0,190,0,0,3,89,18.5,4,13,254,0,13,80.4,76.7,79.7,,58.1,66.9,76.5,53,22,0,22,4,22,46,0,0,6,40,3,190,89,2.47,5.3,1,23
Anwar Lewis,163961,HB,JVILLE ST,8,35,2,1,18.1,23,0,127,1,0,2,92,14.2,3,8,196,0,5,80,64.2,0,,77.2,60.7,65.6,55.2,23,1,49,2,32,51,0,0,3,37,2,127,92,2.63,3.6,1.53,30
Tyler Jefferson,171233,QB,C MICHIGAN,7,35,4,4,43,111,0,149,0,0,2,70,43.2,9,12,134,4,11,23.5,42.4,81.5,36.8,,,57,60.3,44,0,0,0,0,98,109,17,0,18,1,258,118,3.37,7.4,,4
Kiael Kelly,145634,QB,BALL ST,11,35,6,1,25.3,24,0,95,0,0,6,87,39.2,2,5,117,4,28,51.9,55.9,80,49.6,,59.7,57.4,60.3,24,0,10,3,22,49,0,0,3,38,1,95,87,2.49,2.7,0.45,6
Preston Daniels,104818,TE,KENNESAW,12,35,1,0,0,0,1,85,0,1,1,66,10.2,0,17,200,0,5,80.2,63.3,85.8,,68.2,44.7,70,59.6,6,1,18,2,79,245,0,0,4,37,3,85,66,1.89,2.4,0.23,29
Shaadie Clayton-Johnson,131674,HB,TULANE,11,34,11,5,40.1,91,1,227,0,1,11,146,122.7,9,13,319,0,12,80.3,78.5,79.4,,53.3,77.3,76.3,56.1,28,1,57,8,36,39,0,0,8,42,1,227,146,4.29,6.7,1.58,21
Dylan Raiola,183581,QB,NEBRASKA,13,34,1,1,15.3,15,0,7,0,0,0,5,0,4,7,238,7,2,43.3,72.1,89.6,71.5,,,54.8,60.6,38,4,0,0,0,370,91,14,0,20,0,98,32,0.94,2.9,,5
Vaughn Blue,174921,HB,LIBERTY,12,34,3,3,41.3,88,0,213,1,0,3,72,15.5,6,8,206,1,15,51.8,57.2,85,,18,53.8,67.9,41.5,45,0,43,7,48,170,0,0,10,41,1,213,72,2.12,6.3,0.9,19
Lee Witherspoon,99166,HB,UAB,12,34,9,2,17.5,30,0,171,2,0,9,100,69.7,7,8,321,0,12,79.9,61,81.9,,31,39.9,74,46.6,15,0,12,4,72,43,0,0,8,38,0,171,100,2.94,5,0.17,22
Aneyas Williams,184108,HB,NOTRE DAME,15,34,9,3,42,92,0,219,1,9,9,152,154.8,5,9,258,0,13,80.4,66.6,19.4,,25.6,77.1,68.9,67.3,58,1,172,18,98,59,0,0,20,52,2,219,152,4.47,6.4,1.76,21
Peny Boone,129498,HB,UCF,5,34,3,2,35.6,74,0,208,1,0,3,115,29,4,15,323,0,6,80,79.5,76,,53.1,34.1,81.2,58.2,59,0,9,1,14,45,0,0,2,35,2,208,115,3.38,6.1,0.64,28
Cade Yacamelli,158712,HB,WISCONSIN,9,33,8,5,51.1,140,0,274,1,0,8,123,80.6,9,11,349,1,9,52.3,77.8,77.9,,39.5,58.4,80.6,57.6,45,0,35,4,27,42,0,0,6,37,2,274,123,3.73,8.3,1.3,23
Kurtis Rourke,97998,QB,INDIANA,12,33,3,0,0,0,0,0,0,0,0,8,0,4,9,190,7,4,56.8,88.4,88.5,90.2,,54.3,46.7,60.2,12,2,0,0,1,328,100,17,0,16,2,100,49,1.48,3,0,3
Lamar Radcliffe,188843,HB,S JOSE ST,7,33,4,2,23.4,33,0,141,0,0,4,111,40.8,3,12,285,1,12,47.5,68.1,78.5,,46.2,53,71.1,57.4,18,0,0,0,17,42,0,0,0,33,1,141,111,3.36,4.3,0,21
Grayson James,145214,QB,BOSTON COL,6,33,4,0,0,0,0,11,0,0,1,16,4.9,5,11,121,5,7,65.8,68.9,85,64.8,,,68.9,60.2,20,0,0,0,0,189,119,15,0,18,3,130,107,3.24,3.9,,2
Taven Curry,163012,HB,LA MONROE,9,33,4,1,9.5,15,0,158,1,0,4,113,39.1,4,6,209,0,6,79.6,67.8,79.6,,45,46.4,71.5,58.7,15,0,17,2,25,37,0,0,4,35,0,158,113,3.42,4.8,0.68,23
JP Pickles,183996,QB,UTEP,3,33,3,1,10.2,17,0,92,0,0,1,52,9.8,5,10,330,0,21,76.3,58.3,79.8,46.7,,54.3,69.2,60.2,17,0,0,0,1,62,74,10,0,23,1,166,103,3.12,5,0,2
Fred Robertson,189826,HB,LA TECH,9,32,5,2,30.7,39,0,127,1,0,5,99,41.8,4,10,208,0,19,79.4,65.3,0,,21.7,57.9,72.3,50.5,20,1,43,5,47,51,0,0,7,37,0,127,99,3.09,4,0.91,13
Jaquez Moore,143866,HB,DUKE,5,32,8,1,20.9,18,0,86,0,0,8,70,50,2,5,154,1,10,48.5,61.4,79.2,49.9,87.3,38.2,67.5,59.9,18,0,4,3,46,35,0,0,5,35,1,86,70,2.19,2.7,0.09,21
JQ Gray,176418,HB,SO MISS,8,32,8,2,32.1,34,0,106,0,0,8,72,51.4,6,9,296,1,18,59.5,63.5,77.2,,40.1,60.2,64.1,58.6,19,0,13,3,16,35,0,0,3,35,0,106,72,2.25,3.3,0.81,14
Santino Marucci,144197,QB,NEW MEX ST,7,32,7,1,19.5,38,0,100,0,0,3,44,45.7,8,10,242,4,4,27.6,50.5,63.7,50.5,,,55.3,60.3,38,1,0,0,0,128,95,15,0,17,1,195,95,2.97,6.1,,6
Tariq Sims,145353,HB,DOMINION,8,32,3,1,14.8,16,0,108,1,0,3,64,18.8,3,4,263,0,8,79.5,61.2,78.4,,39.6,37.4,65.7,60,16,0,0,0,28,43,0,0,1,32,2,108,64,2,3.4,0,24
Jordan Marshall,190837,HB,MICHIGAN,3,32,13,1,22.4,24,0,107,1,0,13,102,129.5,2,6,222,0,14,79.9,77,77,,79.2,36.7,80.4,48.3,24,0,0,0,14,38,0,0,1,32,0,107,102,3.19,3.3,0,17
Zach Gibson,100201,QB,GA STATE,7,32,3,1,11.6,16,0,50,0,0,1,17,8.7,5,13,175,3,4,68.3,73.8,65.4,73.5,,,63,60,16,2,0,0,0,103,88,18,0,14,1,138,42,1.31,4.3,,2
Jeremiah Coney,174777,HB,VA TECH,9,32,7,3,51.7,91,0,176,0,0,7,118,80.7,4,5,337,1,7,46.7,55.1,80.1,,17.6,49.6,60.8,59,47,0,0,0,54,53,0,0,0,32,0,176,118,3.69,5.5,0,25
Zach Pyron,156309,QB,GA TECH,10,32,5,0,0,0,0,79,0,0,3,53,30.1,4,13,176,0,14,76.3,60.2,80.3,53,,,67.2,60,20,1,0,0,0,67,55,9,0,23,4,134,96,3,4.2,,6
Cam Barfield,162657,HB,HAWAII,10,32,10,1,13.9,21,0,151,0,0,10,109,87.3,4,5,180,0,15,79.9,69,0,,53.6,65,71.9,57.5,21,1,55,7,25,43,0,0,7,39,0,151,109,3.41,4.7,2.2,16
Dominic Richardson,122985,HB,BAYLOR,4,31,5,0,0,0,0,108,1,0,5,86,43.3,2,8,118,1,16,46.3,60.7,76.5,,35.2,56.7,62.6,57.4,10,0,19,1,13,38,0,0,2,32,0,108,86,2.77,3.5,1.46,15
